Uniprot,Protein Symbol,Article Count,Interactions,GO Score,GO Terms
P30613,PKLR,319,6,0,"['GO:0005737', 'GO:0005829', 'GO:0070062', 'GO:1902912', 'GO:0005524', 'GO:0016301', 'GO:0000287', 'GO:0048029', 'GO:0030955', 'GO:0004743', 'GO:0071872', 'GO:0032869', 'GO:0006096', 'GO:0042866', 'GO:0033198', 'GO:0051591', 'GO:0009749', 'GO:0001666', 'GO:0010038', 'GO:0007584']"
P31415,CASQ1,151,17,0,"['GO:0005783', 'GO:0005759', 'GO:0005739', 'GO:0016529', 'GO:0033018', 'GO:0033017', 'GO:0005790', 'GO:0030315', 'GO:0014804', 'GO:0030018', 'GO:0005509', 'GO:0042802', 'GO:0007029', 'GO:0051281', 'GO:1901341', 'GO:0051258', 'GO:0014809', 'GO:2001256', 'GO:0014894', 'GO:0009408', 'GO:0010033', 'GO:0045214', 'GO:0007519']"
P35080,PFN2,111,7,0,"['GO:0005737', 'GO:0005856', 'GO:0070062', 'GO:0098978', 'GO:0098794', 'GO:0098793', 'GO:0098685', 'GO:0003779', 'GO:0003785', 'GO:0016887', 'GO:0005546', 'GO:0030036', 'GO:0098885', 'GO:0030837', 'GO:0010633', 'GO:1900028', 'GO:0032233', 'GO:0030838', 'GO:0032781', 'GO:0033138', 'GO:0051496', 'GO:0099171', 'GO:0050821', 'GO:0030833', 'GO:2000300']"
P35663,CYLC1,7,0,0,"['GO:0043159', 'GO:0033150', 'GO:0005634', 'GO:0005200', 'GO:0005198', 'GO:0030154', 'GO:0007283']"
P36543,ATP6V1E1,34,3,0,"['GO:0016324', 'GO:0030665', 'GO:0005829', 'GO:0005768', 'GO:0070062', 'GO:0005765', 'GO:0005902', 'GO:0016469', 'GO:0030672', 'GO:0000221', 'GO:0051117', 'GO:0046961', 'GO:1902600', 'GO:0016241', 'GO:0097401']"
P37840,SNCA,3673,7,2,"['GO:0015629', 'GO:0030424', 'GO:0043679', 'GO:0005938', 'GO:0005737', 'GO:0005829', 'GO:0005576', 'GO:0005615', 'GO:0030426', 'GO:0016234', 'GO:0005764', 'GO:0016020', 'GO:0005739', 'GO:0043025', 'GO:0005634', 'GO:0048471', 'GO:0005886', 'GO:0098794', 'GO:0032991', 'GO:0099512', 'GO:0030672', 'GO:0003779', 'GO:0043014', 'GO:0005509', 'GO:0005507', 'GO:1903136', 'GO:0043027', 'GO:0070840', 'GO:0008198', 'GO:0042393', 'GO:0030544', 'GO:0042802', 'GO:0019894', 'GO:0008289', 'GO:0000287', 'GO:0060090', 'GO:0016491', 'GO:0005543', 'GO:0051219', 'GO:0004860', 'GO:0000149', 'GO:0048156', 'GO:0000976', 'GO:0008270', 'GO:0006919', 'GO:0008344', 'GO:1990000', 'GO:0071280', 'GO:0071872', 'GO:0034599', 'GO:0007268', 'GO:0042416', 'GO:0051583', 'GO:0060079', 'GO:0006631', 'GO:0060291', 'GO:0001774', 'GO:0042775', 'GO:0007006', 'GO:0043066', 'GO:1904715', 'GO:0043154', 'GO:0051585', 'GO:0045920', 'GO:0031115', 'GO:1902957', 'GO:0032769', 'GO:0043524', 'GO:0051622', 'GO:0010642', 'GO:0006469', 'GO:0051612', 'GO:0070495', 'GO:0000122', 'GO:0032410', 'GO:0051402', 'GO:0006638', 'GO:0006644', 'GO:0043065', 'GO:0045807', 'GO:0045921', 'GO:1903284', 'GO:1903285', 'GO:0050729', 'GO:0060732', 'GO:0001956', 'GO:0033138', 'GO:1904377', 'GO:0071902', 'GO:0001921', 'GO:0051281', 'GO:0035543', 'GO:0031648', 'GO:0051262', 'GO:0031623', 'GO:0050812', 'GO:0014059', 'GO:0014048', 'GO:0040012', 'GO:0048169', 'GO:0043030', 'GO:0051621', 'GO:0010517', 'GO:1905606', 'GO:1903426', 'GO:1903421', 'GO:0022898', 'GO:0070555', 'GO:0010040', 'GO:0032496', 'GO:0032026', 'GO:0034341', 'GO:0009410', 'GO:0035493', 'GO:0097435', 'GO:0050808', 'GO:0048488', 'GO:0016079', 'GO:0016082', 'GO:0048489']"
P40189,IL6ST,1272,1,0,"['GO:0070110', 'GO:0030425', 'GO:0009897', 'GO:0070062', 'GO:0005576', 'GO:0005615', 'GO:0005896', 'GO:0016020', 'GO:0045121', 'GO:0043025', 'GO:0005900', 'GO:0005886', 'GO:0043235', 'GO:0004897', 'GO:0005127', 'GO:0015026', 'GO:0019955', 'GO:0004896', 'GO:0019838', 'GO:0042802', 'GO:0019970', 'GO:0004921', 'GO:0045509', 'GO:0030296', 'GO:0097110', 'GO:0070120', 'GO:0019221', 'GO:0005977', 'GO:0038154', 'GO:0070106', 'GO:0070102', 'GO:0060576', 'GO:0048861', 'GO:0043066', 'GO:0070104', 'GO:0043524', 'GO:0038165', 'GO:0002675', 'GO:0002821', 'GO:0048711', 'GO:0010613', 'GO:0008284', 'GO:0045747', 'GO:0045669', 'GO:1901731', 'GO:0042102', 'GO:0042531', 'GO:0010575', 'GO:0034097', 'GO:0072540']"
P40394,ADH7,135,1,0,"['GO:0005829', 'GO:0005886', 'GO:0004022', 'GO:0004024', 'GO:0004031', 'GO:0004745', 'GO:0035276', 'GO:0050153', 'GO:0048019', 'GO:0019841', 'GO:0008270', 'GO:0010430', 'GO:0009617', 'GO:0045471', 'GO:0042573', 'GO:0001523', 'GO:0042572']"
P40855,PEX19,180,7,0,"['GO:0031526', 'GO:0005737', 'GO:0005829', 'GO:0016020', 'GO:0005654', 'GO:0005634', 'GO:0005778', 'GO:0005777', 'GO:0032991', 'GO:0051117', 'GO:0036105', 'GO:0033328', 'GO:0140597', 'GO:0061077', 'GO:0072663', 'GO:1900131', 'GO:0016559', 'GO:0016557', 'GO:0007031', 'GO:0045046', 'GO:0050821', 'GO:0006625']"
P41214,EIF2D,39,2,-3,"['GO:0005737', 'GO:0005829', 'GO:0016604', 'GO:0003723', 'GO:0038023', 'GO:0003743', 'GO:0001731', 'GO:0006886', 'GO:0075522', 'GO:0032790']"
P43358,MAGEA4,380,0,1,"['GO:0005634', 'GO:0042826', 'GO:0043066', 'GO:0000122', 'GO:0045787']"
P43362,MAGEA9,40,0,1,"['GO:0005634', 'GO:0042826', 'GO:0000122']"
P43362,MAGEA9B,2,0,1,"['GO:0005634', 'GO:0042826', 'GO:0000122']"
P43362,MAGEA9,40,0,1,"['GO:0005634', 'GO:0042826', 'GO:0000122']"
P43362,MAGEA9B,2,0,1,"['GO:0005634', 'GO:0042826', 'GO:0000122']"
P45378,TNNT3,128,27,-1,"['GO:0005829', 'GO:0005861', 'GO:0048306', 'GO:0005523', 'GO:0030172', 'GO:0031013', 'GO:1903612', 'GO:0043462', 'GO:0006942', 'GO:0045214', 'GO:0003009']"
P46108,CRK,1957,14,1,"['GO:0015629', 'GO:0005737', 'GO:0005829', 'GO:0070062', 'GO:0016020', 'GO:0031594', 'GO:0005634', 'GO:0005886', 'GO:0032991', 'GO:0008092', 'GO:0046875', 'GO:0005159', 'GO:0019900', 'GO:0001784', 'GO:0045309', 'GO:1990782', 'GO:0030971', 'GO:0097110', 'GO:0042169', 'GO:0017124', 'GO:0035591', 'GO:0030159', 'GO:0031625', 'GO:0030036', 'GO:0060326', 'GO:0016477', 'GO:0008283', 'GO:1990859', 'GO:1990314', 'GO:1990090', 'GO:0071732', 'GO:0071560', 'GO:0098749', 'GO:0021987', 'GO:0016358', 'GO:0007167', 'GO:0048013', 'GO:0030010', 'GO:0035685', 'GO:0021766', 'GO:0006629', 'GO:2000146', 'GO:0045953', 'GO:0061045', 'GO:0001764', 'GO:0030307', 'GO:0046330', 'GO:0035022', 'GO:1904395', 'GO:0014911', 'GO:1900026', 'GO:0098698', 'GO:0072657', 'GO:0038026', 'GO:0032956', 'GO:0033628', 'GO:0008360', 'GO:0050773', 'GO:0043087', 'GO:1902531', 'GO:0009966', 'GO:2000404', 'GO:0006357', 'GO:0061847', 'GO:0035728', 'GO:0042542', 'GO:1901652', 'GO:0001878']"
P46527,CDKN1B,3040,7,2,"['GO:0031464', 'GO:0005737', 'GO:0005829', 'GO:0005768', 'GO:0043231', 'GO:0005654', 'GO:0005634', 'GO:0030332', 'GO:0019914', 'GO:0004861', 'GO:0030544', 'GO:0060090', 'GO:0140678', 'GO:0019901', 'GO:0004860', 'GO:0019903', 'GO:0044877', 'GO:0051087', 'GO:1990757', 'GO:0031625', 'GO:0048102', 'GO:0071236', 'GO:0071456', 'GO:0071285', 'GO:0071407', 'GO:0090398', 'GO:0006977', 'GO:1904019', 'GO:0060767', 'GO:0000082', 'GO:0007507', 'GO:0048839', 'GO:1905179', 'GO:0030308', 'GO:0008285', 'GO:1904030', 'GO:0045736', 'GO:0045892', 'GO:1904036', 'GO:0060770', 'GO:0033673', 'GO:0045930', 'GO:0042326', 'GO:1904706', 'GO:0007219', 'GO:0051168', 'GO:0001890', 'GO:0008284', 'GO:0045740', 'GO:0031116', 'GO:0045732', 'GO:0001934', 'GO:0006813', 'GO:0051726', 'GO:1902806', 'GO:0030334', 'GO:0000079', 'GO:0007096', 'GO:2000045', 'GO:1902746', 'GO:0043200', 'GO:0046686', 'GO:0032355', 'GO:0009749', 'GO:0043434', 'GO:0009410', 'GO:0007605']"
P48059,LIMS1,172,1,1,"['GO:0005911', 'GO:0005737', 'GO:0005829', 'GO:0005925', 'GO:0048471', 'GO:0005886', 'GO:0019901', 'GO:0008270', 'GO:0098609', 'GO:0045216', 'GO:0071560', 'GO:0045184', 'GO:0045892', 'GO:0043123', 'GO:0010811', 'GO:0051894', 'GO:0010628', 'GO:0043547', 'GO:2001046', 'GO:1900026', 'GO:0033209']"
P48739,PITPNB,18,1,0,"['GO:0005737', 'GO:0005789', 'GO:0005794', 'GO:0000139', 'GO:0031210', 'GO:0120019', 'GO:0008525', 'GO:0035091', 'GO:0008526', 'GO:0140338', 'GO:0006629', 'GO:0006997', 'GO:0015914', 'GO:0006890']"
P48741,NA,0,0,0,"['GO:0072562', 'GO:0005737', 'GO:0070062', 'GO:0005634', 'GO:0005524', 'GO:0016887', 'GO:0140662', 'GO:0031072', 'GO:0044183', 'GO:0051085', 'GO:0042026']"
P49023,PXN,1136,26,0,"['GO:0005938', 'GO:0005911', 'GO:0005829', 'GO:0005925', 'GO:0030027', 'GO:0005875', 'GO:0005886', 'GO:0001725', 'GO:0008013', 'GO:0046872', 'GO:0038191', 'GO:0019903', 'GO:0017166', 'GO:0007155', 'GO:0016477', 'GO:0034614', 'GO:0043542', 'GO:0060396', 'GO:0051496', 'GO:0007172', 'GO:0007165', 'GO:0034446', 'GO:0007179']"
P49441,INPP1,29,1,0,"['GO:0005829', 'GO:0052829', 'GO:0004441', 'GO:0046872', 'GO:0006796', 'GO:0046854', 'GO:0007165']"
P49454,CENPF,423,20,2,"['GO:0005930', 'GO:0005813', 'GO:0000785', 'GO:0000775', 'GO:0036064', 'GO:0097539', 'GO:0005737', 'GO:0005829', 'GO:0000776', 'GO:0030496', 'GO:0005635', 'GO:0016363', 'GO:0031965', 'GO:0005654', 'GO:0005634', 'GO:0000940', 'GO:0048471', 'GO:0045120', 'GO:0005819', 'GO:0000922', 'GO:0003682', 'GO:0140297', 'GO:0070840', 'GO:0008017', 'GO:0042803', 'GO:0030154', 'GO:0051301', 'GO:0007059', 'GO:0071897', 'GO:0001822', 'GO:0051382', 'GO:0051310', 'GO:0000278', 'GO:0007094', 'GO:0007517', 'GO:0045892', 'GO:0015031', 'GO:0010389', 'GO:0016202', 'GO:0009410', 'GO:0021591']"
P49754,VPS41,125,6,0,"['GO:0030136', 'GO:0005829', 'GO:0031901', 'GO:0010008', 'GO:0005794', 'GO:0005798', 'GO:0030897', 'GO:0005770', 'GO:0031902', 'GO:1902501', 'GO:0005765', 'GO:0005764', 'GO:0016020', 'GO:0015630', 'GO:0042802', 'GO:0046872', 'GO:0008017', 'GO:0009267', 'GO:0034058', 'GO:0008333', 'GO:0048193', 'GO:1902774', 'GO:0016236', 'GO:0006623', 'GO:0035542', 'GO:0016192']"
P50993,ATP1A2,492,4,0,"['GO:0005901', 'GO:0042995', 'GO:0009986', 'GO:0005737', 'GO:0043197', 'GO:0005783', 'GO:0005768', 'GO:1903561', 'GO:0014704', 'GO:0016020', 'GO:0043025', 'GO:0031090', 'GO:0005886', 'GO:0005890', 'GO:0030315', 'GO:0005524', 'GO:0016887', 'GO:0019829', 'GO:0005391', 'GO:0016791', 'GO:0030955', 'GO:0046982', 'GO:0051087', 'GO:0031402', 'GO:0005496', 'GO:1990239', 'GO:0008344', 'GO:0021764', 'GO:0046034', 'GO:0001662', 'GO:0060048', 'GO:0086064', 'GO:0071260', 'GO:0071383', 'GO:0030007', 'GO:0006883', 'GO:0019852', 'GO:0040011', 'GO:0035641', 'GO:0086012', 'GO:0086009', 'GO:0098655', 'GO:1903170', 'GO:1903280', 'GO:0051481', 'GO:0045822', 'GO:0045988', 'GO:0019227', 'GO:0001504', 'GO:0021989', 'GO:0045823', 'GO:1990573', 'GO:0071805', 'GO:0006813', 'GO:1902600', 'GO:0008217', 'GO:0086004', 'GO:0010881', 'GO:0051946', 'GO:0006937', 'GO:0002087', 'GO:0006940', 'GO:0006942', 'GO:0051966', 'GO:0002026', 'GO:0019229', 'GO:0055119', 'GO:0010996', 'GO:1903416', 'GO:0035094', 'GO:0035864', 'GO:0036376', 'GO:0035725', 'GO:0006814', 'GO:0150104', 'GO:0008542']"
P51153,RAB13,136,6,0,"['GO:0005923', 'GO:0030054', 'GO:0031410', 'GO:0005829', 'GO:0030139', 'GO:0005768', 'GO:0070062', 'GO:0032593', 'GO:0030027', 'GO:0016328', 'GO:0043005', 'GO:0005886', 'GO:0055037', 'GO:0055038', 'GO:0008021', 'GO:0005802', 'GO:0030140', 'GO:0005525', 'GO:0003924', 'GO:0070830', 'GO:0032869', 'GO:0030866', 'GO:0032456', 'GO:0016197', 'GO:0035767', 'GO:0097368', 'GO:0006887', 'GO:0006893', 'GO:0031175', 'GO:0010737', 'GO:1902463', 'GO:0072659', 'GO:0009306', 'GO:0044795']"
P51508,ZNF81,18,0,3,"['GO:0005634', 'GO:0000981', 'GO:0046872', 'GO:0000978', 'GO:0006357']"
P51580,TPMT,1281,0,0,"['GO:0005829', 'GO:1904047', 'GO:0008119', 'GO:0032259', 'GO:0006139', 'GO:0042178', 'GO:0006805']"
P51654,GPC3,1224,2,0,"['GO:0009986', 'GO:0062023', 'GO:0005788', 'GO:0005796', 'GO:0043202', 'GO:0005886', 'GO:0098552', 'GO:0060422', 'GO:0009653', 'GO:0009948', 'GO:0010171', 'GO:0030282', 'GO:0001658', 'GO:0060070', 'GO:0016477', 'GO:0042074', 'GO:0072111', 'GO:0072203', 'GO:0060976', 'GO:0035116', 'GO:0050673', 'GO:0030324', 'GO:0072138', 'GO:0072180', 'GO:0090090', 'GO:0050680', 'GO:0045926', 'GO:0045879', 'GO:0030316', 'GO:0030513', 'GO:0090263', 'GO:0045807', 'GO:0046326', 'GO:0045732', 'GO:0045880', 'GO:2000096', 'GO:0060828', 'GO:2000050', 'GO:1905475', 'GO:0009617', 'GO:0007224', 'GO:0060071']"
P51955,NEK2,530,15,0,"['GO:0005813', 'GO:0000794', 'GO:0005737', 'GO:0005829', 'GO:0000776', 'GO:0005874', 'GO:0030496', 'GO:0005730', 'GO:0005654', 'GO:0005634', 'GO:0032991', 'GO:0000922', 'GO:0005524', 'GO:0046872', 'GO:0004672', 'GO:0019903', 'GO:0106310', 'GO:0004674', 'GO:0001824', 'GO:0051301', 'GO:0051299', 'GO:0007059', 'GO:0051321', 'GO:0000278', 'GO:0090307', 'GO:1903126', 'GO:0051973', 'GO:1904355', 'GO:0032212', 'GO:0046777', 'GO:0006468', 'GO:0051988', 'GO:0046602', 'GO:0007088', 'GO:0051225']"
P52179,MYOM1,58,11,-1,"['GO:0031430', 'GO:0005863', 'GO:0042802', 'GO:0019900', 'GO:0042803', 'GO:0008307', 'GO:0002074', 'GO:0010628', 'GO:0050714', 'GO:0010737', 'GO:0045214']"
P52434,POLR2H,18,13,4,"['GO:0005829', 'GO:0005654', 'GO:0005634', 'GO:0032993', 'GO:0005736', 'GO:0005665', 'GO:0005666', 'GO:0003899', 'GO:0003697', 'GO:0006360', 'GO:0006366', 'GO:0006383']"
P52741,ZNF134,6,1,3,"['GO:0005654', 'GO:0001227', 'GO:0046872', 'GO:0000978', 'GO:0000122', 'GO:0001817', 'GO:0002682']"
P52948,NUP98,736,16,1,"['GO:0005829', 'GO:0016604', 'GO:0005635', 'GO:0042405', 'GO:0031965', 'GO:0034399', 'GO:0005643', 'GO:0044614', 'GO:0044615', 'GO:0031080', 'GO:0005654', 'GO:1990904', 'GO:0140693', 'GO:0003729', 'GO:0008139', 'GO:1990841', 'GO:0003723', 'GO:0008236', 'GO:0017056', 'GO:0003713', 'GO:0051028', 'GO:0051292', 'GO:0006999', 'GO:0006913', 'GO:0048026', 'GO:0000973', 'GO:0006606', 'GO:0006508', 'GO:0006405', 'GO:0034398']"
P53367,ARFIP1,17,2,0,"['GO:0005829', 'GO:0000139', 'GO:0032588', 'GO:0070273', 'GO:0005543', 'GO:0019904', 'GO:0006886', 'GO:1905280', 'GO:0034315', 'GO:0050708']"
P53675,CLTCL1,52,9,0,"['GO:0030130', 'GO:0071439', 'GO:0045334', 'GO:0005905', 'GO:0030136', 'GO:0030135', 'GO:0005829', 'GO:0070062', 'GO:0005770', 'GO:0016020', 'GO:0097443', 'GO:0005819', 'GO:0005802', 'GO:0032051', 'GO:0005198', 'GO:0009653', 'GO:0006886', 'GO:0000278', 'GO:0046326', 'GO:0006898', 'GO:0042147']"
P54296,MYOM2,50,16,-1,"['GO:0031430', 'GO:0005739', 'GO:0032982', 'GO:0019900', 'GO:0008307', 'GO:0002074', 'GO:0006936', 'GO:0045214']"
P54821,PRRX1,473,7,8,"['GO:0000785', 'GO:0005829', 'GO:0005654', 'GO:0005634', 'GO:0001228', 'GO:0000981', 'GO:0001227', 'GO:0071837', 'GO:0000978', 'GO:0016251', 'GO:0061629', 'GO:0048844', 'GO:0051216', 'GO:0048701', 'GO:0030326', 'GO:0042472', 'GO:0010463', 'GO:0042474', 'GO:0048664', 'GO:0097150', 'GO:0002053', 'GO:0045880', 'GO:2000648', 'GO:0045944', 'GO:0070570', 'GO:0006357', 'GO:0060021', 'GO:0007224', 'GO:0072089']"
P55039,DRG2,50,2,-1,"['GO:0005737', 'GO:0005829', 'GO:0043231', 'GO:0016020', 'GO:0005654', 'GO:0005634', 'GO:0005525', 'GO:0003924', 'GO:0046872', 'GO:0003723', 'GO:0002181', 'GO:0007165']"
P57076,CFAP298,9,1,0,"['GO:0005929', 'GO:0005856', 'GO:0005829', 'GO:0005634', 'GO:0060271', 'GO:0003352']"
P61019,RAB2A,82,8,0,"['GO:0001669', 'GO:0000421', 'GO:0005829', 'GO:0005789', 'GO:0033116', 'GO:0070062', 'GO:0005794', 'GO:0000139', 'GO:0005765', 'GO:0042470', 'GO:0005634', 'GO:0019003', 'GO:0005525', 'GO:0003924', 'GO:0006888', 'GO:0007030', 'GO:0016236', 'GO:0015031', 'GO:0016192']"
P62487,POLR2G,22,17,1,"['GO:0005654', 'GO:0005634', 'GO:0000932', 'GO:0005665', 'GO:0003697', 'GO:0003727', 'GO:0031369', 'GO:0000956', 'GO:0060213', 'GO:0045948', 'GO:0006366', 'GO:0006367']"
P62736,ACTA2,3113,21,0,"['GO:0005604', 'GO:0044297', 'GO:0005737', 'GO:0005829', 'GO:0070062', 'GO:0005615', 'GO:0030175', 'GO:0030027', 'GO:0031514', 'GO:0032991', 'GO:0030485', 'GO:0001725', 'GO:0005524', 'GO:0016787', 'GO:0019901', 'GO:0071560', 'GO:0072144', 'GO:0072051', 'GO:0090131', 'GO:0070374', 'GO:0010628', 'GO:2000491', 'GO:0061874', 'GO:0061870', 'GO:0008217', 'GO:0009615', 'GO:0014829']"
P63162,SNRPN,1594,9,-2,"['GO:0071013', 'GO:0005737', 'GO:0005654', 'GO:0030532', 'GO:0005681', 'GO:0005685', 'GO:0005686', 'GO:0071004', 'GO:0005687', 'GO:0046540', 'GO:0005682', 'GO:0003723', 'GO:0070990', 'GO:0000398', 'GO:0008380']"
P63162,SNURF,120,9,-2,"['GO:0071013', 'GO:0005737', 'GO:0005654', 'GO:0030532', 'GO:0005681', 'GO:0005685', 'GO:0005686', 'GO:0071004', 'GO:0005687', 'GO:0046540', 'GO:0005682', 'GO:0003723', 'GO:0070990', 'GO:0000398', 'GO:0008380']"
P63162,SNRPN,1594,9,-2,"['GO:0071013', 'GO:0005737', 'GO:0005654', 'GO:0030532', 'GO:0005681', 'GO:0005685', 'GO:0005686', 'GO:0071004', 'GO:0005687', 'GO:0046540', 'GO:0005682', 'GO:0003723', 'GO:0070990', 'GO:0000398', 'GO:0008380']"
P63162,SNURF,120,9,-2,"['GO:0071013', 'GO:0005737', 'GO:0005654', 'GO:0030532', 'GO:0005681', 'GO:0005685', 'GO:0005686', 'GO:0071004', 'GO:0005687', 'GO:0046540', 'GO:0005682', 'GO:0003723', 'GO:0070990', 'GO:0000398', 'GO:0008380']"
P63261,ACTG1,212,36,0,"['GO:0005884', 'GO:0043296', 'GO:0030424', 'GO:0120220', 'GO:0072562', 'GO:0044305', 'GO:0005911', 'GO:0005737', 'GO:0005856', 'GO:0005829', 'GO:0097433', 'GO:0070062', 'GO:0005615', 'GO:0031941', 'GO:0005925', 'GO:0016020', 'GO:0030016', 'GO:0035267', 'GO:0005634', 'GO:0045335', 'GO:0005886', 'GO:0098685', 'GO:0045202', 'GO:0005524', 'GO:0016787', 'GO:0042802', 'GO:0005522', 'GO:0019901', 'GO:0005200', 'GO:0098973', 'GO:0031625', 'GO:0001525', 'GO:0007409', 'GO:0048870', 'GO:0071346', 'GO:0035633', 'GO:0001738', 'GO:0070527', 'GO:0030335', 'GO:0010628', 'GO:0090303', 'GO:1902396', 'GO:0051893', 'GO:0051492', 'GO:1900242', 'GO:0150111', 'GO:0045214', 'GO:0120192']"
P63316,TNNC1,135,18,0,"['GO:1990584', 'GO:0005829', 'GO:0005861', 'GO:0051015', 'GO:0005509', 'GO:0048306', 'GO:0042803', 'GO:0031013', 'GO:0031014', 'GO:0060048', 'GO:0002086', 'GO:0043462', 'GO:0006937', 'GO:0032972', 'GO:0010038', 'GO:0003009', 'GO:0014883', 'GO:0055010']"
P68032,ACTC1,235,29,-3,"['GO:0005884', 'GO:0072562', 'GO:0044297', 'GO:0005737', 'GO:0005829', 'GO:0070062', 'GO:0005615', 'GO:0030175', 'GO:0005925', 'GO:0098978', 'GO:0031674', 'GO:0030027', 'GO:0016020', 'GO:0030017', 'GO:0005524', 'GO:0016787', 'GO:0000146', 'GO:0017022', 'GO:0007015', 'GO:0030048', 'GO:0033275', 'GO:0031032', 'GO:0055008', 'GO:0055003', 'GO:0060047', 'GO:0090131', 'GO:0043066', 'GO:0010628', 'GO:0030240']"
P68133,ACTA1,409,36,-1,"['GO:0015629', 'GO:0005884', 'GO:0072562', 'GO:0044297', 'GO:0005829', 'GO:0070062', 'GO:0005615', 'GO:0030175', 'GO:0030027', 'GO:0030017', 'GO:0001725', 'GO:0005865', 'GO:0043531', 'GO:0005524', 'GO:0016787', 'GO:0017022', 'GO:0005200', 'GO:0071417', 'GO:0090131', 'GO:0006936', 'GO:0010628', 'GO:0009991', 'GO:0009612', 'GO:0048545', 'GO:0043503', 'GO:0048741', 'GO:0030240']"
P68363,TUBA1B,70,6,0,"['GO:0005737', 'GO:0005881', 'GO:0005874', 'GO:0015630', 'GO:0003725', 'GO:0005525', 'GO:0003924', 'GO:0005200', 'GO:0005198', 'GO:0031625', 'GO:0051301', 'GO:0071353', 'GO:0030705', 'GO:0000226', 'GO:0007017', 'GO:0000278']"
P69891,HBG1,120,1,0,"['GO:0005829', 'GO:0031838', 'GO:0005833', 'GO:0020037', 'GO:0031721', 'GO:0046872', 'GO:0043177', 'GO:0019825', 'GO:0005344', 'GO:0015670', 'GO:0098869', 'GO:0042744', 'GO:0015671']"
P69892,HBG2,179,1,0,"['GO:0072562', 'GO:0005829', 'GO:0031838', 'GO:0005833', 'GO:0020037', 'GO:0031721', 'GO:0046872', 'GO:0043177', 'GO:0019825', 'GO:0005344', 'GO:0015670', 'GO:0098869', 'GO:0042744', 'GO:0015671']"
P78318,IGBP1,72,5,1,"['GO:0005737', 'GO:0005829', 'GO:0051721', 'GO:0019888', 'GO:0042113', 'GO:0043154', 'GO:0032873', 'GO:0000122', 'GO:0035303', 'GO:0060632', 'GO:0070555', 'GO:0034612', 'GO:0007165']"
P83436,COG7,49,6,0,"['GO:0005794', 'GO:0000139', 'GO:0017119', 'GO:0043231', 'GO:0005730', 'GO:0032588', 'GO:0070085', 'GO:0007030', 'GO:0006886', 'GO:0006486', 'GO:0034067', 'GO:0033365', 'GO:0050821', 'GO:0000301', 'GO:0006890']"
P84103,SRSF3,302,8,-3,"['GO:0005737', 'GO:0016607', 'GO:0005654', 'GO:0043274', 'GO:0070878', 'GO:0160134', 'GO:0003723', 'GO:1990830', 'GO:0006406', 'GO:0000398', 'GO:0031053', 'GO:0048024']"
Q00587,CDC42EP1,26,0,0,"['GO:0005912', 'GO:0005737', 'GO:0005856', 'GO:0005829', 'GO:0012505', 'GO:0005925', 'GO:0005886', 'GO:0098641', 'GO:0031267', 'GO:0030838', 'GO:0031274', 'GO:0008360', 'GO:0007266']"
Q00872,MYBPC1,82,18,-2,"['GO:0005829', 'GO:0030016', 'GO:0032982', 'GO:0003779', 'GO:0017022', 'GO:0008307', 'GO:0031432', 'GO:0007155', 'GO:0045214']"
Q02779,MAP3K10,68,1,4,"['GO:0005737', 'GO:0005524', 'GO:0043425', 'GO:0004706', 'GO:0042803', 'GO:0004672', 'GO:0106310', 'GO:0004674', 'GO:0003714', 'GO:0006915', 'GO:0007254', 'GO:0043433', 'GO:0045892', 'GO:0018105', 'GO:0018107', 'GO:0043065', 'GO:0046330', 'GO:0043507', 'GO:0046777', 'GO:0007165', 'GO:0007224']"
Q03468,ERCC6,504,12,14,"['GO:0110016', 'GO:0005730', 'GO:0005654', 'GO:0005634', 'GO:0090734', 'GO:0008023', 'GO:0005524', 'GO:0016887', 'GO:0008094', 'GO:0140658', 'GO:0003682', 'GO:0003677', 'GO:0004386', 'GO:0030296', 'GO:0070063', 'GO:0006284', 'GO:0006338', 'GO:0000077', 'GO:0042262', 'GO:0006281', 'GO:0097680', 'GO:0008630', 'GO:0007254', 'GO:0035264', 'GO:2001033', 'GO:0022008', 'GO:0030182', 'GO:0031175', 'GO:0045494', 'GO:0045739', 'GO:0032786', 'GO:1905168', 'GO:0045943', 'GO:0045944', 'GO:0045945', 'GO:0060261', 'GO:0006290', 'GO:0032784', 'GO:0034243', 'GO:0010332', 'GO:0006979', 'GO:0000303', 'GO:0009636', 'GO:0010224', 'GO:0010165', 'GO:0000012', 'GO:0006366', 'GO:0006362', 'GO:0006283']"
Q04912,MST1R,118,1,0,"['GO:0009986', 'GO:0005886', 'GO:0043235', 'GO:0001725', 'GO:0005773', 'GO:0005524', 'GO:0019899', 'GO:0005011', 'GO:0004714', 'GO:0016477', 'GO:0007169', 'GO:0006952', 'GO:0045087', 'GO:0007399', 'GO:0006909', 'GO:0008284', 'GO:0043406', 'GO:0051897', 'GO:0009615', 'GO:0007165', 'GO:0007338']"
