Uniprot,Protein Symbol,Article Count,Interactions,GO Score,GO Terms
Q5JQF8,PABPC1L2B,1,1,0,"['GO:0010494', 'GO:0005829', 'GO:0070062', 'GO:0005634', 'GO:1990904', 'GO:0003730', 'GO:0008143', 'GO:0008266']"
Q5JTV8,TOR1AIP1,44,3,0,"['GO:0005635', 'GO:0005637', 'GO:0031965', 'GO:0005634', 'GO:0001671', 'GO:0051117', 'GO:0008092', 'GO:0005521', 'GO:0071763', 'GO:0032781', 'GO:0090435', 'GO:0034504']"
Q5JWF2,GNAS,1990,11,0,"['GO:0016324', 'GO:0005737', 'GO:0005829', 'GO:0070062', 'GO:0005834', 'GO:0016020', 'GO:0010856', 'GO:0031698', 'GO:0051430', 'GO:0031748', 'GO:0031683', 'GO:0005525', 'GO:0003924', 'GO:0005159', 'GO:0035255', 'GO:0046872', 'GO:0031852', 'GO:0007191', 'GO:0007189', 'GO:0060348', 'GO:0048589', 'GO:0070527', 'GO:0120162', 'GO:0007606']"
Q5SZK8,FREM2,101,1,0,"['GO:0005604', 'GO:0062023', 'GO:0070062', 'GO:0005886', 'GO:0046872', 'GO:0009653', 'GO:0007155', 'GO:0007154', 'GO:0042733', 'GO:0001654', 'GO:0007507', 'GO:0048839', 'GO:0001822', 'GO:0002009']"
Q5SZL2,CEP85L,20,1,0,"['GO:0005813', 'GO:0005737', 'GO:0000242', 'GO:0001764']"
Q5T4S7,UBR4,98,5,0,"['GO:0005813', 'GO:0005737', 'GO:0005829', 'GO:0005768', 'GO:0101003', 'GO:0016020', 'GO:0005654', 'GO:0005886', 'GO:0035579', 'GO:0070821', 'GO:0005516', 'GO:0061630', 'GO:0004842', 'GO:0008270', 'GO:0140455', 'GO:0071629', 'GO:0007032', 'GO:0045717', 'GO:0010508', 'GO:0043161', 'GO:0070979', 'GO:0044314', 'GO:0070936', 'GO:0006511', 'GO:0071596']"
Q5T9A4,ATAD3B,32,2,0,"['GO:0101003', 'GO:0005743', 'GO:0005739', 'GO:0005886', 'GO:0030667', 'GO:0005524', 'GO:0016887', 'GO:0007005']"
Q5T9A4,ATAD3B,32,2,0,"['GO:0101003', 'GO:0005743', 'GO:0005739', 'GO:0005886', 'GO:0030667', 'GO:0005524', 'GO:0016887', 'GO:0007005']"
Q5TC82,RC3H1,92,6,1,"['GO:0010494', 'GO:0000932', 'GO:1905762', 'GO:0003725', 'GO:0035198', 'GO:0003730', 'GO:0003729', 'GO:0003723', 'GO:0035613', 'GO:0061630', 'GO:0004842', 'GO:0008270', 'GO:0061158', 'GO:0001782', 'GO:0071347', 'GO:0048535', 'GO:0046007', 'GO:0030889', 'GO:0002635', 'GO:2000320', 'GO:0045623', 'GO:0000956', 'GO:0000288', 'GO:0000184', 'GO:0033962', 'GO:1901224', 'GO:0010608', 'GO:0000209', 'GO:0002634', 'GO:2000628', 'GO:0043488', 'GO:1900151', 'GO:0050856', 'GO:0048536', 'GO:0043029', 'GO:0042098', 'GO:0050852', 'GO:0061470', 'GO:0006511']"
Q5VT06,CEP350,28,7,0,"['GO:0042995', 'GO:0005814', 'GO:0005813', 'GO:0005737', 'GO:0016020', 'GO:0005634', 'GO:0005819', 'GO:0008017', 'GO:0034453', 'GO:1905515', 'GO:0071539']"
Q5VT25,CDC42BPA,58,4,-2,"['GO:0042641', 'GO:0031252', 'GO:0005911', 'GO:0005737', 'GO:0005856', 'GO:0005829', 'GO:0070062', 'GO:0030027', 'GO:0005524', 'GO:0042802', 'GO:0000287', 'GO:0106310', 'GO:0004674', 'GO:0030036', 'GO:0031032', 'GO:0016477', 'GO:0006468']"
Q5VTT5,MYOM3,18,6,0,"['GO:0031430', 'GO:0042803', 'GO:0045214']"
Q5VU43,PDE4DIP,83,7,0,"['GO:0005813', 'GO:0005737', 'GO:0005794', 'GO:0030016', 'GO:0005634', 'GO:0019899', 'GO:0060090', 'GO:0030953', 'GO:0007098', 'GO:0090063', 'GO:0065003', 'GO:1903358']"
Q5VWQ8,DAB2IP,231,6,4,"['GO:1990597', 'GO:0030424', 'GO:0044300', 'GO:0044301', 'GO:0005737', 'GO:0005829', 'GO:0030425', 'GO:0030139', 'GO:0043025', 'GO:0032809', 'GO:1990032', 'GO:0005886', 'GO:0071889', 'GO:0045296', 'GO:0005123', 'GO:0005096', 'GO:0042802', 'GO:0019900', 'GO:0031434', 'GO:0031435', 'GO:0043548', 'GO:0036312', 'GO:0032266', 'GO:0070273', 'GO:0042803', 'GO:0019901', 'GO:0051721', 'GO:0043539', 'GO:0044877', 'GO:0017124', 'GO:0035591', 'GO:0043184', 'GO:0001525', 'GO:0021814', 'GO:0071364', 'GO:0071347', 'GO:0071222', 'GO:0071356', 'GO:0034620', 'GO:0035924', 'GO:0072577', 'GO:0008625', 'GO:0006954', 'GO:0045087', 'GO:0035556', 'GO:0070059', 'GO:0021819', 'GO:0016525', 'GO:0043124', 'GO:0090090', 'GO:0008285', 'GO:0045892', 'GO:0010596', 'GO:0042059', 'GO:0010633', 'GO:0050680', 'GO:0010719', 'GO:0070373', 'GO:0048147', 'GO:0070317', 'GO:0034260', 'GO:0043407', 'GO:0032088', 'GO:0051898', 'GO:0042177', 'GO:0071901', 'GO:0046580', 'GO:0034144', 'GO:0000122', 'GO:0030948', 'GO:1900747', 'GO:0048812', 'GO:0043065', 'GO:2001235', 'GO:0043123', 'GO:1900006', 'GO:1903896', 'GO:0046330', 'GO:0043507', 'GO:0043410', 'GO:2001224', 'GO:0010976', 'GO:1901800', 'GO:0045732', 'GO:0071902', 'GO:0031334', 'GO:0090129', 'GO:0045944', 'GO:0030163', 'GO:0043122', 'GO:0051726', 'GO:0043087', 'GO:1900744', 'GO:0043254', 'GO:0035148', 'GO:0036324']"
Q63HM2,PCNX4,3,0,0,['GO:0016020']
Q63ZY3,KANK2,37,6,1,"['GO:0005737', 'GO:0005739', 'GO:0006915', 'GO:0072073', 'GO:0030837', 'GO:0008285', 'GO:2000134', 'GO:0033147', 'GO:0043069', 'GO:0000122', 'GO:0070563', 'GO:0090521', 'GO:0035023']"
Q6AI08,HEATR6,5,6,0,['GO:0003723']
Q6GQQ9,OTUD7B,81,7,2,"['GO:0005737', 'GO:0005829', 'GO:0005634', 'GO:0004843', 'GO:0008234', 'GO:0003677', 'GO:1990380', 'GO:0070530', 'GO:0008270', 'GO:0002250', 'GO:0001701', 'GO:0002385', 'GO:0043124', 'GO:0032717', 'GO:1900181', 'GO:0000122', 'GO:0035871', 'GO:0071108', 'GO:0070536', 'GO:0006508']"
Q6MZQ0,PRR5L,16,2,0,"['GO:0031932', 'GO:0031625', 'GO:0034599', 'GO:0001933', 'GO:0009968', 'GO:0043491', 'GO:0090316', 'GO:0061014', 'GO:0051897', 'GO:0001934', 'GO:0010762', 'GO:0038203']"
Q6N069,NAA16,7,0,2,"['GO:0005737', 'GO:0005829', 'GO:0070062', 'GO:0031415', 'GO:0005634', 'GO:0005667', 'GO:0043022', 'GO:0006474', 'GO:0043066', 'GO:0045893', 'GO:0050821']"
Q6NUT3,MFSD12,29,0,0,"['GO:0005770', 'GO:0005765', 'GO:0005764', 'GO:0042470', 'GO:0033162', 'GO:0005886', 'GO:0033229', 'GO:0015293', 'GO:0008643', 'GO:1903712', 'GO:0042438', 'GO:0048022', 'GO:0071702', 'GO:0043474', 'GO:0048021']"
Q6NXR4,TTI2,37,1,0,"['GO:0005634', 'GO:0110078', 'GO:2000003', 'GO:0050821']"
Q6NZ67,MZT2B,3,1,0,"['GO:0005813', 'GO:0005829', 'GO:0000931', 'GO:0005654', 'GO:0005819']"
Q6P0N0,MIS18BP1,17,11,1,"['GO:0000775', 'GO:0005654', 'GO:0003677', 'GO:0051301']"
Q6P1J6,PLB1,132,1,0,"['GO:0016324', 'GO:0031526', 'GO:0005886', 'GO:0047499', 'GO:0004622', 'GO:0102545', 'GO:0004623', 'GO:0050253', 'GO:0004806', 'GO:0046340', 'GO:0036151', 'GO:0034638', 'GO:0046338', 'GO:0034478', 'GO:0006644', 'GO:2000344', 'GO:0001523', 'GO:0019433']"
Q6P3V2,ZNF585A,2,0,3,"['GO:0005634', 'GO:0001228', 'GO:0046872', 'GO:0000978', 'GO:0006357']"
Q6PIJ6,FBXO38,33,1,0,"['GO:0005737', 'GO:0005829', 'GO:0005634', 'GO:0019005', 'GO:1990756', 'GO:0002250', 'GO:0010976', 'GO:0050870', 'GO:0002842', 'GO:0070936', 'GO:0031146']"
Q6PKX4,DOK6,17,1,0,"['GO:0005737', 'GO:0005829', 'GO:0007169', 'GO:0043410', 'GO:0007265']"
Q6R327,RICTOR,1251,6,0,"['GO:0005829', 'GO:0005794', 'GO:0031932', 'GO:0060090', 'GO:0019901', 'GO:0043539', 'GO:0043022', 'GO:0030036', 'GO:0031669', 'GO:0007010', 'GO:0009792', 'GO:0043066', 'GO:0018105', 'GO:0030838', 'GO:0030307', 'GO:0001938', 'GO:0050731', 'GO:0051897', 'GO:0032008', 'GO:0032956', 'GO:2000114', 'GO:0010468', 'GO:0050727', 'GO:0033135', 'GO:0051896', 'GO:0038203']"
Q6XZF7,DNMBP,41,4,0,"['GO:0005911', 'GO:0005737', 'GO:0005856', 'GO:0005829', 'GO:0005794', 'GO:0005795', 'GO:0098793', 'GO:0045202', 'GO:0005085', 'GO:0060271', 'GO:0035556', 'GO:0008360', 'GO:0051056']"
Q6ZRS2,SRCAP,173,10,4,"['GO:0005794', 'GO:0016604', 'GO:0005654', 'GO:0000786', 'GO:0005634', 'GO:0048471', 'GO:0032991', 'GO:0000812', 'GO:0005524', 'GO:0016887', 'GO:0140658', 'GO:0003677', 'GO:0004386', 'GO:0004402', 'GO:0042393', 'GO:0003713', 'GO:0006338', 'GO:0006355', 'GO:0006357']"
Q6ZSR9,NA,0,0,0,[]
Q6ZSZ5,ARHGEF18,36,2,0,"['GO:0045177', 'GO:0016324', 'GO:0030054', 'GO:0005856', 'GO:0005829', 'GO:0070062', 'GO:0005886', 'GO:0005085', 'GO:0046872', 'GO:0030036', 'GO:0051497', 'GO:0150105', 'GO:0008360', 'GO:0035023', 'GO:0007264']"
Q6ZWH5,NEK10,37,0,0,"['GO:0005576', 'GO:1902911', 'GO:0005524', 'GO:0046872', 'GO:0004672', 'GO:0106310', 'GO:0004674', 'GO:0120197', 'GO:0043406', 'GO:0031954', 'GO:0006468', 'GO:1902749', 'GO:0070372']"
Q71F23,CENPU,63,8,0,"['GO:0034451', 'GO:0005829', 'GO:0000939', 'GO:0005654', 'GO:0005634', 'GO:0043009', 'GO:0007059']"
Q71UM5,RPS27L,28,8,-2,"['GO:0022627', 'GO:0005634', 'GO:0008656', 'GO:0046872', 'GO:0003723', 'GO:0003735', 'GO:0008494', 'GO:0006919', 'GO:0006978', 'GO:0042771', 'GO:0031571', 'GO:0045727', 'GO:0000028', 'GO:0006412']"
Q75QN2,INTS8,22,7,0,"['GO:0032039', 'GO:0005654', 'GO:0005634', 'GO:0034243', 'GO:0034472', 'GO:0016180']"
Q76FK4,NOL8,10,2,-1,"['GO:0005694', 'GO:0005730', 'GO:0003723', 'GO:1902570', 'GO:0006364']"
Q76N89,HECW1,30,1,0,"['GO:0005737', 'GO:0005829', 'GO:0061630', 'GO:0090090', 'GO:0016567', 'GO:0048814', 'GO:0006511']"
Q7LBC6,KDM3B,71,5,3,"['GO:0000785', 'GO:0000118', 'GO:0005654', 'GO:0016209', 'GO:0031490', 'GO:0032454', 'GO:0140683', 'GO:0046872', 'GO:0003712', 'GO:0006357']"
Q7Z3J3,RGPD4,6,2,0,"['GO:0005737', 'GO:0005643', 'GO:0006607']"
Q7Z3V4,UBE3B,43,6,0,"['GO:0061630', 'GO:0000209', 'GO:0006511']"
Q7Z401,DENND4A,26,0,2,"['GO:0031410', 'GO:0005829', 'GO:0005634', 'GO:0003677', 'GO:0005085', 'GO:0006355', 'GO:0032483']"
Q7Z4L5,TTC21B,73,4,1,"['GO:0097542', 'GO:0005929', 'GO:0005737', 'GO:0005856', 'GO:0030991', 'GO:0003682', 'GO:0060020', 'GO:0021702', 'GO:0060271', 'GO:0021798', 'GO:0035721', 'GO:1903999', 'GO:0090263', 'GO:0010628', 'GO:0061512', 'GO:0097499', 'GO:1905799', 'GO:0008589', 'GO:0006357', 'GO:0007224', 'GO:0021591']"
Q7Z5H3,ARHGAP22,32,1,0,"['GO:0005829', 'GO:0005925', 'GO:0098978', 'GO:0005634', 'GO:0005096', 'GO:0001525', 'GO:0030154', 'GO:0099175', 'GO:0051056', 'GO:0007165']"
Q7Z6M4,MTERF4,31,3,2,"['GO:0005829', 'GO:0005762', 'GO:0005759', 'GO:0005739', 'GO:0003690', 'GO:0019843', 'GO:0043010', 'GO:0007507', 'GO:0061668', 'GO:0006390', 'GO:0006626', 'GO:0006355', 'GO:0006364']"
Q7Z7A1,CNTRL,75,2,0,"['GO:0034451', 'GO:0120103', 'GO:0005813', 'GO:0005829', 'GO:0090543', 'GO:0090619', 'GO:0016020', 'GO:0005815', 'GO:0097431', 'GO:0048471', 'GO:0035904', 'GO:0051301', 'GO:0060976', 'GO:0001822', 'GO:0003281']"
Q7Z7L1,SLFN11,174,0,2,"['GO:0005829', 'GO:0005654', 'GO:0005634', 'GO:0090734', 'GO:0005524', 'GO:0016887', 'GO:0003677', 'GO:0004519', 'GO:0004386', 'GO:0000049', 'GO:0006338', 'GO:0051607', 'GO:0006974', 'GO:0002376', 'GO:0008156', 'GO:2000134', 'GO:0043111']"
Q86SX6,GLRX5,78,3,0,"['GO:0030425', 'GO:1990229', 'GO:0005759', 'GO:0005739', 'GO:0043025', 'GO:0051537', 'GO:0046872', 'GO:0044571', 'GO:0045454', 'GO:0030097', 'GO:0006879', 'GO:0016226', 'GO:0106034', 'GO:0106035']"
Q86TB9,PATL1,34,4,0,"['GO:0036464', 'GO:0005829', 'GO:0016607', 'GO:0000932', 'GO:0016605', 'GO:0034046', 'GO:0008266', 'GO:0003723', 'GO:0000290', 'GO:0033962']"
Q86TD4,SRL,2142,14,0,"['GO:0033018', 'GO:0033017', 'GO:0005525']"
Q86UF2,CTAGE6,0,0,0,"['GO:0070971', 'GO:0005789', 'GO:0006888', 'GO:0009306', 'GO:0035459']"
Q86UL8,MAGI2,300,4,0,"['GO:0005923', 'GO:0005911', 'GO:0005814', 'GO:0005813', 'GO:0097546', 'GO:0005737', 'GO:0030425', 'GO:0005770', 'GO:0005634', 'GO:0048471', 'GO:0001917', 'GO:0001750', 'GO:0005886', 'GO:0014069', 'GO:0032991', 'GO:0036057', 'GO:0045202', 'GO:0031697', 'GO:0019902', 'GO:0030159', 'GO:0046332', 'GO:0070699', 'GO:1990090', 'GO:0072583', 'GO:0032926', 'GO:0030336', 'GO:0008285', 'GO:0051898', 'GO:0038180', 'GO:0007399', 'GO:0003402', 'GO:0072015', 'GO:0010976', 'GO:0032516', 'GO:0002092', 'GO:0043113', 'GO:0007165', 'GO:0060395']"
Q86US8,SMG6,117,7,1,"['GO:0000781', 'GO:0005737', 'GO:0005829', 'GO:0005730', 'GO:0005634', 'GO:0005697', 'GO:0070182', 'GO:0046872', 'GO:0043021', 'GO:0003723', 'GO:0004521', 'GO:0070034', 'GO:0042162', 'GO:0006406', 'GO:1904354', 'GO:0000184', 'GO:0035303', 'GO:0051972', 'GO:0032204', 'GO:0032210']"
Q86UU1,PHLDB1,50,3,0,"['GO:0045180', 'GO:0005829', 'GO:0045171', 'GO:0043231', 'GO:0005886', 'GO:1904261', 'GO:0010717', 'GO:0010470', 'GO:0070507']"
Q86UV5,USP48,73,6,0,"['GO:0005929', 'GO:0005829', 'GO:0005739', 'GO:0005654', 'GO:0005634', 'GO:0004843', 'GO:0004197', 'GO:0101005', 'GO:0006508']"
Q86V85,GPR180,17,0,0,"['GO:0016020', 'GO:0007186', 'GO:0019236']"
Q86W92,PPFIBP1,37,2,0,"['GO:0005829', 'GO:0005925', 'GO:0005886', 'GO:0048786', 'GO:0045296', 'GO:0007155', 'GO:0007528']"
Q86WX3,RPS19BP1,16,1,0,"['GO:0005829', 'GO:0005730', 'GO:0005654', 'GO:0032040', 'GO:0019899', 'GO:0003723', 'GO:0042274']"
Q86WZ6,ZNF227,2,0,3,"['GO:0005634', 'GO:0001228', 'GO:0046872', 'GO:0000978', 'GO:0006357']"
Q86XI2,NCAPG2,45,14,2,"['GO:0000794', 'GO:0000796', 'GO:0016020', 'GO:0016607', 'GO:0005654', 'GO:0005634', 'GO:0043425', 'GO:0035064', 'GO:0051301', 'GO:0030261', 'GO:0030218', 'GO:0001833', 'GO:0000070', 'GO:1905821', 'GO:0051984', 'GO:1905820', 'GO:0006366']"
Q86Y13,DZIP3,17,0,0,"['GO:0005737', 'GO:0046872', 'GO:0019902', 'GO:0031593', 'GO:0003723', 'GO:0061630', 'GO:0004842', 'GO:0000209']"
Q86Y56,DNAAF5,13,5,0,"['GO:0005737', 'GO:0120293', 'GO:0045505', 'GO:0003341', 'GO:0036159', 'GO:0036158']"
Q8IUC1,KRTAP11-1,9,0,0,"['GO:0005829', 'GO:0045095', 'GO:0005198']"
Q8IUZ5,PHYKPL,0,0,0,"['GO:0005759', 'GO:0042802', 'GO:0016829', 'GO:0030170', 'GO:0008483']"
Q8IVF4,DNAH10,25,2,0,"['GO:0097729', 'GO:0005930', 'GO:0030286', 'GO:0005874', 'GO:0005524', 'GO:0016887', 'GO:0045505', 'GO:0051959', 'GO:0008569', 'GO:0060294']"
Q8IVT2,MISP,118,1,0,"['GO:0005884', 'GO:0005938', 'GO:0005925', 'GO:0043231', 'GO:0005886', 'GO:0031616', 'GO:0051015', 'GO:0051301', 'GO:0016477', 'GO:0051660', 'GO:0000132', 'GO:0090307', 'GO:0051640', 'GO:1904776']"
Q8IVV7,GID4,28,4,0,"['GO:0000151', 'GO:0061630', 'GO:0043161']"
Q8IWA0,WDR75,7,11,-1,"['GO:0005730', 'GO:0005654', 'GO:0032040', 'GO:0003723', 'GO:2000234', 'GO:0045943', 'GO:0042274', 'GO:0006364']"
Q8IWR0,ZC3H7A,3,1,0,"['GO:0005634', 'GO:0046872', 'GO:0035198', 'GO:0003723', 'GO:0035196', 'GO:0010608']"
Q8IX18,DHX40,10,4,0,"['GO:0005524', 'GO:0016887', 'GO:0004386', 'GO:0003723', 'GO:0003724']"
Q8IX30,SCUBE3,58,1,0,"['GO:0009986', 'GO:0005615', 'GO:0005886', 'GO:0036122', 'GO:0070700', 'GO:0005509', 'GO:0042802', 'GO:0030513', 'GO:0045669', 'GO:0007165']"
Q8IY50,SLC35F3,18,0,0,"['GO:0016020', 'GO:0015888']"
Q8IZ69,TRMT2A,11,10,-2,"['GO:0005829', 'GO:0008169', 'GO:0003723', 'GO:0030697', 'GO:0032259', 'GO:0006397', 'GO:0008033']"
Q8IZL8,PELP1,164,5,0,"['GO:0005737', 'GO:0000791', 'GO:0016020', 'GO:0071339', 'GO:0005730', 'GO:0005654', 'GO:0005634', 'GO:0003682', 'GO:0003723', 'GO:0032183', 'GO:0071391', 'GO:0045944', 'GO:0006364']"
Q8N0Y7,PGAM4,8,5,0,"['GO:0070062', 'GO:0097228', 'GO:0046538', 'GO:0004082', 'GO:0016787', 'GO:0004619', 'GO:0006096', 'GO:1902093']"
Q8N122,RPTOR,567,11,2,"['GO:0005737', 'GO:0010494', 'GO:0005829', 'GO:0030425', 'GO:0005765', 'GO:0005764', 'GO:0043025', 'GO:0005654', 'GO:0031931', 'GO:0071889', 'GO:0140767', 'GO:0030295', 'GO:0019901', 'GO:0030291', 'GO:0044877', 'GO:0030674', 'GO:0031267', 'GO:0071230', 'GO:0071333', 'GO:0071456', 'GO:0071233', 'GO:0031669', 'GO:0071470', 'GO:0009267', 'GO:0006974', 'GO:0010507', 'GO:0030307', 'GO:0001938', 'GO:1900087', 'GO:0045821', 'GO:0046889', 'GO:1901331', 'GO:0045672', 'GO:1905857', 'GO:0033138', 'GO:0010800', 'GO:0032008', 'GO:0045945', 'GO:0010506', 'GO:0001558', 'GO:0008361', 'GO:0009410', 'GO:0035176', 'GO:0031929', 'GO:0038202']"
Q8N1G0,ZNF687,23,2,2,"['GO:0005829', 'GO:0005654', 'GO:0003677', 'GO:0003700', 'GO:0046872']"
Q8N1I0,DOCK4,112,10,0,"['GO:0005737', 'GO:0005829', 'GO:0005794', 'GO:0016020', 'GO:0005730', 'GO:0005886', 'GO:0032420', 'GO:0032421', 'GO:0005096', 'GO:0005085', 'GO:0030165', 'GO:0030971', 'GO:0017124', 'GO:0031267', 'GO:0060326', 'GO:1904694', 'GO:1904754', 'GO:0007264']"
Q8N3D4,EHBP1L1,19,4,0,"['GO:0005768', 'GO:0016020']"
Q8N3P4,VPS8,52,5,0,"['GO:0033263', 'GO:0005769', 'GO:0030897', 'GO:0005770', 'GO:0046872', 'GO:0034058', 'GO:0006623', 'GO:0035542']"
Q8N442,GUF1,15,2,-2,"['GO:0005743', 'GO:0005759', 'GO:0005739', 'GO:0005525', 'GO:0003924', 'GO:0097177', 'GO:0045727', 'GO:0006412']"
Q8N6Q8,METTL25,2,0,0,"['GO:0008168', 'GO:0032259']"
Q8N7X0,ADGB,34,0,0,"['GO:0097227', 'GO:0097225', 'GO:0004198', 'GO:0020037', 'GO:0046872', 'GO:0019825', 'GO:0006508', 'GO:0007286']"
Q8N7X1,RBMXL3,5,1,-1,"['GO:0005689', 'GO:0003729', 'GO:0017069', 'GO:0000398']"
Q8N8A6,DDX51,9,12,-1,"['GO:0016020', 'GO:0005730', 'GO:0005634', 'GO:0005524', 'GO:0016887', 'GO:0003723', 'GO:0003724', 'GO:0006364']"
Q8N8V4,ANKS4B,15,0,0,"['GO:0005903', 'GO:0005789', 'GO:0005902', 'GO:0005886', 'GO:1904970', 'GO:0030154', 'GO:1904106', 'GO:0065003', 'GO:0034976']"
Q8NCM8,DYNC2H1,122,5,0,"['GO:0097729', 'GO:0045177', 'GO:0005930', 'GO:0097542', 'GO:0005929', 'GO:0005868', 'GO:0070062', 'GO:0005794', 'GO:0005874', 'GO:0005886', 'GO:0005524', 'GO:0016887', 'GO:0003774', 'GO:0045505', 'GO:0051959', 'GO:0008569', 'GO:0060294', 'GO:0060976', 'GO:0007368', 'GO:0009953', 'GO:0030326', 'GO:0030900', 'GO:0007030', 'GO:0035721', 'GO:0001822', 'GO:1905515', 'GO:0045880', 'GO:0061512', 'GO:0016485', 'GO:0021522']"
Q8ND04,SMG8,22,5,0,"['GO:0005829', 'GO:0000184', 'GO:0045859']"
Q8ND83,SLAIN1,14,0,0,"['GO:0005737', 'GO:0005856', 'GO:0031122', 'GO:0007020', 'GO:0031116']"
Q8NE22,SETD9,3,0,0,"['GO:0005654', 'GO:0016278', 'GO:0032259', 'GO:1901796']"
Q8NE35,CPEB3,131,2,-5,"['GO:0097440', 'GO:0030014', 'GO:0005737', 'GO:0005829', 'GO:0030425', 'GO:1990124', 'GO:0030496', 'GO:0043005', 'GO:0005654', 'GO:0005634', 'GO:0005886', 'GO:0014069', 'GO:0045202', 'GO:0035925', 'GO:0003730', 'GO:0000900', 'GO:0043022', 'GO:0003723', 'GO:0035613', 'GO:0008135', 'GO:0061158', 'GO:0071230', 'GO:0007616', 'GO:2000766', 'GO:1900248', 'GO:0000122', 'GO:0017148', 'GO:0060999', 'GO:1900153', 'GO:0060213', 'GO:0045727', 'GO:0060998', 'GO:0048167']"
Q8NEM2,SHCBP1,77,14,0,"['GO:0005737', 'GO:0030496', 'GO:0005819', 'GO:0042169', 'GO:0008543', 'GO:2000177']"
Q8NEY1,NAV1,7724,2,0,"['GO:0043194', 'GO:0005737', 'GO:0005874', 'GO:0015630', 'GO:0016887', 'GO:0001578', 'GO:0001764']"
Q8NEZ4,KMT2C,534,12,3,"['GO:0005829', 'GO:0035097', 'GO:0044666', 'GO:0005654', 'GO:0005634', 'GO:0016746', 'GO:0003677', 'GO:0042800', 'GO:0140945', 'GO:0140999', 'GO:0042054', 'GO:0046872', 'GO:0003723', 'GO:0003713', 'GO:0032259', 'GO:0045944', 'GO:0051602']"
Q8NEZ5,FBXO22,67,2,0,"['GO:0005829', 'GO:0005634', 'GO:0030018', 'GO:0004842', 'GO:0009267', 'GO:0006913', 'GO:0032436', 'GO:0043161', 'GO:0036211', 'GO:0000209', 'GO:0048742', 'GO:0006511']"
Q8NHW5,NA,0,0,-1,"['GO:0022625', 'GO:0070180', 'GO:0003735', 'GO:0002181', 'GO:0042254']"
Q8TB36,GDAP1,235,4,0,"['GO:0005829', 'GO:0016020', 'GO:0005741', 'GO:0005739', 'GO:0005634', 'GO:0005778', 'GO:0071305', 'GO:0000266', 'GO:0008053', 'GO:0006626', 'GO:0032526']"
Q8TD47,RPS4Y2,11,0,-1,"['GO:0022627', 'GO:0003723', 'GO:0019843', 'GO:0003735', 'GO:0006412']"
Q8TEW0,PARD3,388,5,0,"['GO:0005912', 'GO:0043296', 'GO:0016324', 'GO:0005923', 'GO:0005938', 'GO:0030054', 'GO:0005911', 'GO:0005856', 'GO:0005829', 'GO:0012505', 'GO:0033269', 'GO:0120157', 'GO:0005886', 'GO:0070160', 'GO:0035091', 'GO:0005547', 'GO:0032266', 'GO:0005546', 'GO:0008356', 'GO:0007409', 'GO:0070830', 'GO:0007155', 'GO:0030010', 'GO:0051660', 'GO:0090162', 'GO:0007163', 'GO:0045197', 'GO:0000226', 'GO:0022011', 'GO:0010801', 'GO:0031643', 'GO:0007205', 'GO:0008104', 'GO:0006612', 'GO:0065003']"
Q8TF72,SHROOM3,105,1,0,"['GO:0005912', 'GO:0043296', 'GO:0016324', 'GO:0030864', 'GO:0005856', 'GO:0005874', 'GO:0051015', 'GO:0007015', 'GO:0045176', 'GO:0000902', 'GO:0043482', 'GO:0007389', 'GO:0008360']"
Q8WUM0,NUP133,97,11,1,"['GO:0005829', 'GO:0000776', 'GO:0016020', 'GO:0005635', 'GO:0031965', 'GO:0005643', 'GO:0031080', 'GO:0017056', 'GO:0006406', 'GO:0072006', 'GO:0021915', 'GO:0022008', 'GO:0006999', 'GO:0006913', 'GO:0048339', 'GO:0016973', 'GO:0006606', 'GO:0061053', 'GO:0000972']"
Q8WVH0,CPLX3,35,0,0,"['GO:0005829', 'GO:0098684', 'GO:0048787', 'GO:0031201', 'GO:0030672', 'GO:0043195', 'GO:0005326', 'GO:0000149', 'GO:0019905', 'GO:0030073', 'GO:0046928', 'GO:0031630', 'GO:0016079', 'GO:0007601']"
Q8WVJ2,NUDCD2,7,2,0,"['GO:0005813', 'GO:0005737', 'GO:0005829', 'GO:0045171', 'GO:0000776', 'GO:0015630', 'GO:0072686', 'GO:0000922', 'GO:0051082', 'GO:0006457']"
Q8WVK7,SKA2,87,2,0,"['GO:0005829', 'GO:0000776', 'GO:0000940', 'GO:0005876', 'GO:0008017', 'GO:0051315', 'GO:0051301', 'GO:0007059', 'GO:0000278', 'GO:0000070', 'GO:0031110']"
Q8WWK9,CKAP2,80,9,1,"['GO:0005813', 'GO:0005737', 'GO:0005874', 'GO:0015630', 'GO:0072686', 'GO:0000922', 'GO:0006915', 'GO:0000281', 'GO:0007026', 'GO:0045944']"
Q8WXH0,SYNE2,160,15,0,"['GO:0005737', 'GO:0070062', 'GO:0031527', 'GO:0005925', 'GO:0045111', 'GO:0031258', 'GO:0034993', 'GO:0005739', 'GO:0005635', 'GO:0031981', 'GO:0031965', 'GO:0005640', 'GO:0005654', 'GO:0005634', 'GO:0016529', 'GO:0033017', 'GO:0030018', 'GO:0003779', 'GO:0140444', 'GO:0051642', 'GO:0007097', 'GO:0031022', 'GO:0021817', 'GO:0030335', 'GO:1902017']"
